cve,ubicageo_c,orgapoli_e,sexostt,sexos1,sexos2,,,,orgapoli_e,(Varios elementos),,,
5,5037,5,0,0,0,,,,,,,,
5,5037,6,NA,NA,NA,,,,,,,,
5,5037,7,2,2,0,,,,,,,,
5,5037,8,0,0,0,,,,,,,,
5,5037,9,0,0,0,,,,,,,,
5,5038,1,5,5,0,,,,,,,,
5,5038,2,0,0,0,,,,,,,,
5,5038,3,0,0,0,,,,,,,,
5,5038,4,0,0,0,,,,,,,,
5,5038,5,0,0,0,,,,,,,,
5,5038,6,NA,NA,NA,,,,,,,,
5,5038,7,1,1,0,,,,,,,,
5,5038,8,2,0,2,,,,,,,,
5,5038,9,0,0,0,,,,,,,,
6,6001,1,NSS,NSS,NSS,,,,,,,,
6,6001,2,NSS,NSS,NSS,,,,,,,,
6,6001,3,NSS,NSS,NSS,,,,,,,,
6,6001,4,NSS,NSS,NSS,,,,,,,,
6,6001,5,NSS,NSS,NSS,,,,,,,,
6,6001,6,NSS,NSS,NSS,,,,,,,,
6,6001,7,NSS,NSS,NSS,,,,,,,,
6,6001,8,NSS,NSS,NSS,,,,,,,,
6,6001,9,NSS,NSS,NSS,,,,,,,,
6,6002,1,166,116,50,,,,,,,,
6,6002,2,0,0,0,,,,,,,,
6,6002,3,0,0,0,,,,,,,,
6,6002,4,0,0,0,,,,,,,,
6,6002,5,0,0,0,,,,,,,,
6,6002,6,NA,NA,NA,,,,,,,,
6,6002,7,14,8,6,,,,,,,,
6,6002,8,41,23,18,,,,,,,,
6,6002,9,24,19,5,,,,,,,,
6,6003,1,30,26,4,,,,,,,,
6,6003,2,4,4,0,,,,,,,,
6,6003,3,0,0,0,,,,,,,,
6,6003,4,0,0,0,,,,,,,,
6,6003,5,0,0,0,,,,,,,,
6,6003,6,NA,NA,NA,,,,,,,,
6,6003,7,4,4,0,,,,,,,,
6,6003,8,6,1,5,,,,,,,,
6,6003,9,0,0,0,,,,,,,,
6,6004,1,31,21,10,,,,,,,,
6,6004,2,1,1,0,,,,,,,,
6,6004,3,12,11,1,,,,,,,,
6,6004,4,0,0,0,,,,,,,,
6,6004,5,0,0,0,,,,,,,,
6,6004,6,NA,NA,NA,,,,,,,,
6,6004,7,4,3,1,,,,,,,,
6,6004,8,4,0,4,,,,,,,,
6,6004,9,6,4,2,,,,,,,,
6,6005,1,53,47,6,,,,,,,,
6,6005,2,6,2,4,,,,,,,,
6,6005,3,0,0,0,,,,,,,,
6,6005,4,0,0,0,,,,,,,,
6,6005,5,0,0,0,,,,,,,,
6,6005,6,NA,NA,NA,,,,,,,,
6,6005,7,1,1,0,,,,,,,,
6,6005,8,5,1,4,,,,,,,,
6,6005,9,0,0,0,,,,,,,,
6,6006,1,23,17,6,,,,,,,,
6,6006,2,3,3,0,,,,,,,,
6,6006,3,1,1,0,,,,,,,,
6,6006,4,0,0,0,,,,,,,,
6,6006,5,0,0,0,,,,,,,,
6,6006,6,NA,NA,NA,,,,,,,,
6,6006,7,3,3,0,,,,,,,,
6,6006,8,0,0,0,,,,,,,,
6,6006,9,0,0,0,,,,,,,,
6,6007,1,390,295,95,,,,,,,,
6,6007,2,59,39,20,,,,,,,,
6,6007,3,0,0,0,,,,,,,,
6,6007,4,0,0,0,,,,,,,,
6,6007,5,0,0,0,,,,,,,,
6,6007,6,NA,NA,NA,,,,,,,,
6,6007,7,7,6,1,,,,,,,,
6,6007,8,17,5,12,,,,,,,,
6,6007,9,4,1,3,,,,,,,,
6,6008,1,25,21,4,,,,,,,,
6,6008,2,0,0,0,,,,,,,,
6,6008,3,0,0,0,,,,,,,,
6,6008,4,0,0,0,,,,,,,,
6,6008,5,0,0,0,,,,,,,,
6,6008,6,NA,NA,NA,,,,,,,,
6,6008,7,1,1,0,,,,,,,,
6,6008,8,1,0,1,,,,,,,,
6,6008,9,0,0,0,,,,,,,,
6,6009,1,199,157,42,,,,,,,,
6,6009,2,30,28,2,,,,,,,,
6,6009,3,0,0,0,,,,,,,,
6,6009,4,0,0,0,,,,,,,,
6,6009,5,0,0,0,,,,,,,,
6,6009,6,NA,NA,NA,,,,,,,,
6,6009,7,0,0,0,,,,,,,,
6,6009,8,0,0,0,,,,,,,,
6,6009,9,0,0,0,,,,,,,,
6,6010,1,NSS,NSS,NSS,,,,,,,,
6,6010,2,NSS,NSS,NSS,,,,,,,,
6,6010,3,NSS,NSS,NSS,,,,,,,,
6,6010,4,NSS,NSS,NSS,,,,,,,,
6,6010,5,NSS,NSS,NSS,,,,,,,,
6,6010,6,NSS,NSS,NSS,,,,,,,,
6,6010,7,NSS,NSS,NSS,,,,,,,,
6,6010,8,NSS,NSS,NSS,,,,,,,,
6,6010,9,NSS,NSS,NSS,,,,,,,,
7,7001,1,2,2,0,,,,,,,,
7,7001,2,2,2,0,,,,,,,,
7,7001,3,0,0,0,,,,,,,,
7,7001,4,0,0,0,,,,,,,,
7,7001,5,32,24,8,,,,,,,,
7,7001,6,NA,NA,NA,,,,,,,,
7,7001,7,0,0,0,,,,,,,,
7,7001,8,0,0,0,,,,,,,,
7,7001,9,0,0,0,,,,,,,,
7,7002,1,24,21,3,,,,,,,,
7,7002,2,0,0,0,,,,,,,,
7,7002,3,0,0,0,,,,,,,,
7,7002,4,0,0,0,,,,,,,,
7,7002,5,0,0,0,,,,,,,,
7,7002,6,NA,NA,NA,,,,,,,,
7,7002,7,1,1,0,,,,,,,,
7,7002,8,0,0,0,,,,,,,,
7,7002,9,0,0,0,,,,,,,,
7,7003,1,0,0,0,,,,,,,,
7,7003,2,0,0,0,,,,,,,,
7,7003,3,0,0,0,,,,,,,,
7,7003,4,0,0,0,,,,,,,,
7,7003,5,39,31,8,,,,,,,,
7,7003,6,NA,NA,NA,,,,,,,,
7,7003,7,1,1,0,,,,,,,,
7,7003,8,1,1,0,,,,,,,,
7,7003,9,0,0,0,,,,,,,,
7,7004,1,57,44,13,,,,,,,,
7,7004,2,7,3,4,,,,,,,,
7,7004,3,0,0,0,,,,,,,,
7,7004,4,0,0,0,,,,,,,,
7,7004,5,0,0,0,,,,,,,,
7,7004,6,NA,NA,NA,,,,,,,,
7,7004,7,6,6,0,,,,,,,,
7,7004,8,6,5,1,,,,,,,,
7,7004,9,0,0,0,,,,,,,,
7,7005,1,36,32,4,,,,,,,,
7,7005,2,0,0,0,,,,,,,,
7,7005,3,0,0,0,,,,,,,,
7,7005,4,0,0,0,,,,,,,,
7,7005,5,0,0,0,,,,,,,,
7,7005,6,NA,NA,NA,,,,,,,,
7,7005,7,4,4,0,,,,,,,,
7,7005,8,2,1,1,,,,,,,,
7,7005,9,0,0,0,,,,,,,,
7,7006,1,23,21,2,,,,,,,,
7,7006,2,0,0,0,,,,,,,,
7,7006,3,0,0,0,,,,,,,,
7,7006,4,0,0,0,,,,,,,,
7,7006,5,0,0,0,,,,,,,,
7,7006,6,NA,NA,NA,,,,,,,,
7,7006,7,3,3,0,,,,,,,,
7,7006,8,6,3,3,,,,,,,,
7,7006,9,0,0,0,,,,,,,,
7,7007,1,11,11,0,,,,,,,,
7,7007,2,0,0,0,,,,,,,,
7,7007,3,0,0,0,,,,,,,,
7,7007,4,0,0,0,,,,,,,,
7,7007,5,0,0,0,,,,,,,,
7,7007,6,NA,NA,NA,,,,,,,,
7,7007,7,1,1,0,,,,,,,,
7,7007,8,0,0,0,,,,,,,,
7,7007,9,0,0,0,,,,,,,,
7,7008,1,36,29,7,,,,,,,,
7,7008,2,3,2,1,,,,,,,,
7,7008,3,0,0,0,,,,,,,,
7,7008,4,0,0,0,,,,,,,,
7,7008,5,0,0,0,,,,,,,,
7,7008,6,NA,NA,NA,,,,,,,,
7,7008,7,5,4,1,,,,,,,,
7,7008,8,1,1,0,,,,,,,,
7,7008,9,0,0,0,,,,,,,,
7,7009,1,0,0,0,,,,,,,,
7,7009,2,0,0,0,,,,,,,,
7,7009,3,0,0,0,,,,,,,,
7,7009,4,0,0,0,,,,,,,,
7,7009,5,44,34,10,,,,,,,,
7,7009,6,NA,NA,NA,,,,,,,,
7,7009,7,4,3,1,,,,,,,,
7,7009,8,2,1,1,,,,,,,,
7,7009,9,0,0,0,,,,,,,,
7,7010,1,33,31,2,,,,,,,,
7,7010,2,0,0,0,,,,,,,,
7,7010,3,0,0,0,,,,,,,,
7,7010,4,0,0,0,,,,,,,,
7,7010,5,0,0,0,,,,,,,,
7,7010,6,NA,NA,NA,,,,,,,,
7,7010,7,9,9,0,,,,,,,,
7,7010,8,0,0,0,,,,,,,,
7,7010,9,0,0,0,,,,,,,,
7,7011,1,12,9,3,,,,,,,,
7,7011,2,2,2,0,,,,,,,,
7,7011,3,0,0,0,,,,,,,,
7,7011,4,0,0,0,,,,,,,,
7,7011,5,0,0,0,,,,,,,,
7,7011,6,NA,NA,NA,,,,,,,,
7,7011,7,4,3,1,,,,,,,,
7,7011,8,0,0,0,,,,,,,,
7,7011,9,0,0,0,,,,,,,,
7,7012,1,94,75,19,,,,,,,,
7,7012,2,15,4,11,,,,,,,,
7,7012,3,0,0,0,,,,,,,,
7,7012,4,0,0,0,,,,,,,,
7,7012,5,0,0,0,,,,,,,,
7,7012,6,NA,NA,NA,,,,,,,,
7,7012,7,6,5,1,,,,,,,,
7,7012,8,10,8,2,,,,,,,,
7,7012,9,0,0,0,,,,,,,,
7,7013,1,51,41,10,,,,,,,,
7,7013,2,0,0,0,,,,,,,,
7,7013,3,0,0,0,,,,,,,,
7,7013,4,0,0,0,,,,,,,,
7,7013,5,0,0,0,,,,,,,,
7,7013,6,NA,NA,NA,,,,,,,,
7,7013,7,7,7,0,,,,,,,,
7,7013,8,0,0,0,,,,,,,,
7,7013,9,0,0,0,,,,,,,,
7,7014,1,28,22,6,,,,,,,,
7,7014,2,0,0,0,,,,,,,,
7,7014,3,0,0,0,,,,,,,,
7,7014,4,0,0,0,,,,,,,,
7,7014,5,0,0,0,,,,,,,,
7,7014,6,NA,NA,NA,,,,,,,,
7,7014,7,3,2,1,,,,,,,,
7,7014,8,4,3,1,,,,,,,,
7,7014,9,0,0,0,,,,,,,,
7,7015,1,88,74,14,,,,,,,,
7,7015,2,17,10,7,,,,,,,,
7,7015,3,0,0,0,,,,,,,,
7,7015,4,0,0,0,,,,,,,,
7,7015,5,0,0,0,,,,,,,,
7,7015,6,NA,NA,NA,,,,,,,,
7,7015,7,2,1,1,,,,,,,,
7,7015,8,2,1,1,,,,,,,,
7,7015,9,0,0,0,,,,,,,,
7,7016,1,12,9,3,,,,,,,,
7,7016,2,0,0,0,,,,,,,,
7,7016,3,0,0,0,,,,,,,,
7,7016,4,0,0,0,,,,,,,,
7,7016,5,0,0,0,,,,,,,,
7,7016,6,NA,NA,NA,,,,,,,,
7,7016,7,3,2,1,,,,,,,,
7,7016,8,2,1,1,,,,,,,,
7,7016,9,0,0,0,,,,,,,,
7,7017,1,0,0,0,,,,,,,,
7,7017,2,0,0,0,,,,,,,,
7,7017,3,0,0,0,,,,,,,,
7,7017,4,0,0,0,,,,,,,,
7,7017,5,109,88,21,,,,,,,,
7,7017,6,NA,NA,NA,,,,,,,,
7,7017,7,21,15,6,,,,,,,,
7,7017,8,2,1,1,,,,,,,,
7,7017,9,0,0,0,,,,,,,,
7,7018,1,20,11,9,,,,,,,,
7,7018,2,0,0,0,,,,,,,,
7,7018,3,0,0,0,,,,,,,,
7,7018,4,0,0,0,,,,,,,,
7,7018,5,0,0,0,,,,,,,,
7,7018,6,NA,NA,NA,,,,,,,,
7,7018,7,1,1,0,,,,,,,,
7,7018,8,1,0,1,,,,,,,,
7,7018,9,0,0,0,,,,,,,,
7,7019,1,175,137,38,,,,,,,,
7,7019,2,46,35,11,,,,,,,,
7,7019,3,0,0,0,,,,,,,,
7,7019,4,0,0,0,,,,,,,,
7,7019,5,0,0,0,,,,,,,,
7,7019,6,NA,NA,NA,,,,,,,,
7,7019,7,17,15,2,,,,,,,,
7,7019,8,43,15,28,,,,,,,,
7,7019,9,5,3,2,,,,,,,,
7,7020,1,68,58,10,,,,,,,,
7,7020,2,0,0,0,,,,,,,,
7,7020,3,0,0,0,,,,,,,,
7,7020,4,0,0,0,,,,,,,,
7,7020,5,0,0,0,,,,,,,,
7,7020,6,NA,NA,NA,,,,,,,,
7,7020,7,5,5,0,,,,,,,,
7,7020,8,2,2,0,,,,,,,,
7,7020,9,0,0,0,,,,,,,,
7,7021,1,51,40,11,,,,,,,,
7,7021,2,0,0,0,,,,,,,,
7,7021,3,0,0,0,,,,,,,,
7,7021,4,0,0,0,,,,,,,,
7,7021,5,0,0,0,,,,,,,,
7,7021,6,NA,NA,NA,,,,,,,,
7,7021,7,1,1,0,,,,,,,,
7,7021,8,1,0,1,,,,,,,,
7,7021,9,0,0,0,,,,,,,,
7,7022,1,11,8,3,,,,,,,,
7,7022,2,0,0,0,,,,,,,,
7,7022,3,0,0,0,,,,,,,,
7,7022,4,0,0,0,,,,,,,,
7,7022,5,0,0,0,,,,,,,,
7,7022,6,NA,NA,NA,,,,,,,,
7,7022,7,1,1,0,,,,,,,,
7,7022,8,0,0,0,,,,,,,,
7,7022,9,0,0,0,,,,,,,,
7,7023,1,6,2,4,,,,,,,,
7,7023,2,0,0,0,,,,,,,,
7,7023,3,0,0,0,,,,,,,,
7,7023,4,0,0,0,,,,,,,,
7,7023,5,0,0,0,,,,,,,,
7,7023,6,NA,NA,NA,,,,,,,,
7,7023,7,2,1,1,,,,,,,,
7,7023,8,2,1,1,,,,,,,,
7,7023,9,0,0,0,,,,,,,,
7,7024,1,21,19,2,,,,,,,,
7,7024,2,0,0,0,,,,,,,,
7,7024,3,0,0,0,,,,,,,,
7,7024,4,0,0,0,,,,,,,,
7,7024,5,0,0,0,,,,,,,,
7,7024,6,NA,NA,NA,,,,,,,,
7,7024,7,1,1,0,,,,,,,,
7,7024,8,2,2,0,,,,,,,,
7,7024,9,0,0,0,,,,,,,,
7,7025,1,20,13,7,,,,,,,,
7,7025,2,0,0,0,,,,,,,,
7,7025,3,0,0,0,,,,,,,,
7,7025,4,0,0,0,,,,,,,,
7,7025,5,0,0,0,,,,,,,,
7,7025,6,NA,NA,NA,,,,,,,,
7,7025,7,2,2,0,,,,,,,,
7,7025,8,1,0,1,,,,,,,,
7,7025,9,0,0,0,,,,,,,,
7,7026,1,26,26,0,,,,,,,,
7,7026,2,10,10,0,,,,,,,,
7,7026,3,0,0,0,,,,,,,,
7,7026,4,0,0,0,,,,,,,,
7,7026,5,0,0,0,,,,,,,,
7,7026,6,NA,NA,NA,,,,,,,,
7,7026,7,3,3,0,,,,,,,,
7,7026,8,2,2,0,,,,,,,,
7,7026,9,0,0,0,,,,,,,,
7,7027,1,115,93,22,,,,,,,,
7,7027,2,31,26,5,,,,,,,,
7,7027,3,0,0,0,,,,,,,,
7,7027,4,0,0,0,,,,,,,,
7,7027,5,0,0,0,,,,,,,,
7,7027,6,NA,NA,NA,,,,,,,,
7,7027,7,1,1,0,,,,,,,,
7,7027,8,3,2,1,,,,,,,,
7,7027,9,0,0,0,,,,,,,,
7,7028,1,21,13,8,,,,,,,,
7,7028,2,0,0,0,,,,,,,,
7,7028,3,0,0,0,,,,,,,,
7,7028,4,0,0,0,,,,,,,,
7,7028,5,0,0,0,,,,,,,,
7,7028,6,NA,NA,NA,,,,,,,,
7,7028,7,2,2,0,,,,,,,,
7,7028,8,2,0,2,,,,,,,,
7,7028,9,0,0,0,,,,,,,,
7,7029,1,16,10,6,,,,,,,,
7,7029,2,0,0,0,,,,,,,,
7,7029,3,0,0,0,,,,,,,,
7,7029,4,0,0,0,,,,,,,,
7,7029,5,0,0,0,,,,,,,,
7,7029,6,NA,NA,NA,,,,,,,,
7,7029,7,1,1,0,,,,,,,,
7,7029,8,2,1,1,,,,,,,,
7,7029,9,0,0,0,,,,,,,,
7,7030,1,48,44,4,,,,,,,,
7,7030,2,0,0,0,,,,,,,,
7,7030,3,0,0,0,,,,,,,,
7,7030,4,0,0,0,,,,,,,,
7,7030,5,0,0,0,,,,,,,,
7,7030,6,NA,NA,NA,,,,,,,,
7,7030,7,4,4,0,,,,,,,,
7,7030,8,0,0,0,,,,,,,,
7,7030,9,0,0,0,,,,,,,,
7,7031,1,114,104,10,,,,,,,,
7,7031,2,0,0,0,,,,,,,,
7,7031,3,0,0,0,,,,,,,,
7,7031,4,0,0,0,,,,,,,,
7,7031,5,0,0,0,,,,,,,,
7,7031,6,NA,NA,NA,,,,,,,,
7,7031,7,9,9,0,,,,,,,,
7,7031,8,4,4,0,,,,,,,,
7,7031,9,0,0,0,,,,,,,,
7,7032,1,62,44,18,,,,,,,,
7,7032,2,0,0,0,,,,,,,,
7,7032,3,0,0,0,,,,,,,,
7,7032,4,0,0,0,,,,,,,,
7,7032,5,0,0,0,,,,,,,,
7,7032,6,NA,NA,NA,,,,,,,,
7,7032,7,0,0,0,,,,,,,,
7,7032,8,0,0,0,,,,,,,,
7,7032,9,0,0,0,,,,,,,,
7,7033,1,15,11,4,,,,,,,,
7,7033,2,0,0,0,,,,,,,,
7,7033,3,0,0,0,,,,,,,,
7,7033,4,0,0,0,,,,,,,,
7,7033,5,0,0,0,,,,,,,,
7,7033,6,NA,NA,NA,,,,,,,,
7,7033,7,1,1,0,,,,,,,,
7,7033,8,0,0,0,,,,,,,,
7,7033,9,0,0,0,,,,,,,,
7,7034,1,90,86,4,,,,,,,,
7,7034,2,14,12,2,,,,,,,,
7,7034,3,0,0,0,,,,,,,,
7,7034,4,0,0,0,,,,,,,,
7,7034,5,0,0,0,,,,,,,,
7,7034,6,NA,NA,NA,,,,,,,,
7,7034,7,4,4,0,,,,,,,,
7,7034,8,3,0,3,,,,,,,,
7,7034,9,0,0,0,,,,,,,,
7,7035,1,0,0,0,,,,,,,,
7,7035,2,0,0,0,,,,,,,,
7,7035,3,0,0,0,,,,,,,,
7,7035,4,0,0,0,,,,,,,,
7,7035,5,27,19,8,,,,,,,,
7,7035,6,NA,NA,NA,,,,,,,,
7,7035,7,3,3,0,,,,,,,,
7,7035,8,2,2,0,,,,,,,,
7,7035,9,0,0,0,,,,,,,,
7,7036,1,9,9,0,,,,,,,,
7,7036,2,3,3,0,,,,,,,,
7,7036,3,0,0,0,,,,,,,,
7,7036,4,0,0,0,,,,,,,,
7,7036,5,0,0,0,,,,,,,,
7,7036,6,NA,NA,NA,,,,,,,,
7,7036,7,4,4,0,,,,,,,,
7,7036,8,2,1,1,,,,,,,,
7,7036,9,0,0,0,,,,,,,,
7,7037,1,60,52,8,,,,,,,,
7,7037,2,0,0,0,,,,,,,,
7,7037,3,0,0,0,,,,,,,,
7,7037,4,0,0,0,,,,,,,,
7,7037,5,0,0,0,,,,,,,,
7,7037,6,NA,NA,NA,,,,,,,,
7,7037,7,1,0,1,,,,,,,,
7,7037,8,0,0,0,,,,,,,,
7,7037,9,0,0,0,,,,,,,,
7,7038,1,18,11,7,,,,,,,,
7,7038,2,0,0,0,,,,,,,,
7,7038,3,0,0,0,,,,,,,,
7,7038,4,0,0,0,,,,,,,,
7,7038,5,0,0,0,,,,,,,,
7,7038,6,NA,NA,NA,,,,,,,,
7,7038,7,2,2,0,,,,,,,,
7,7038,8,2,2,0,,,,,,,,
7,7038,9,0,0,0,,,,,,,,
7,7039,1,46,37,9,,,,,,,,
7,7039,2,0,0,0,,,,,,,,
7,7039,3,0,0,0,,,,,,,,
7,7039,4,0,0,0,,,,,,,,
7,7039,5,0,0,0,,,,,,,,
7,7039,6,NA,NA,NA,,,,,,,,
7,7039,7,3,3,0,,,,,,,,
7,7039,8,1,0,1,,,,,,,,
7,7039,9,0,0,0,,,,,,,,
7,7040,1,0,0,0,,,,,,,,
7,7040,2,0,0,0,,,,,,,,
7,7040,3,0,0,0,,,,,,,,
7,7040,4,0,0,0,,,,,,,,
7,7040,5,109,98,11,,,,,,,,
7,7040,6,NA,NA,NA,,,,,,,,
7,7040,7,7,7,0,,,,,,,,
7,7040,8,2,0,2,,,,,,,,
7,7040,9,0,0,0,,,,,,,,
7,7041,1,35,35,0,,,,,,,,
7,7041,2,0,0,0,,,,,,,,
7,7041,3,0,0,0,,,,,,,,
7,7041,4,0,0,0,,,,,,,,
7,7041,5,0,0,0,,,,,,,,
7,7041,6,NA,NA,NA,,,,,,,,
7,7041,7,3,3,0,,,,,,,,
7,7041,8,0,0,0,,,,,,,,
7,7041,9,0,0,0,,,,,,,,
7,7042,1,21,12,9,,,,,,,,
7,7042,2,0,0,0,,,,,,,,
7,7042,3,0,0,0,,,,,,,,
7,7042,4,0,0,0,,,,,,,,
7,7042,5,0,0,0,,,,,,,,
7,7042,6,NA,NA,NA,,,,,,,,
7,7042,7,2,2,0,,,,,,,,
7,7042,8,4,0,4,,,,,,,,
7,7042,9,0,0,0,,,,,,,,
7,7043,1,17,14,3,,,,,,,,
7,7043,2,2,2,0,,,,,,,,
7,7043,3,0,0,0,,,,,,,,
7,7043,4,0,0,0,,,,,,,,
7,7043,5,0,0,0,,,,,,,,
7,7043,6,NA,NA,NA,,,,,,,,
7,7043,7,5,4,1,,,,,,,,
7,7043,8,1,0,1,,,,,,,,
7,7043,9,0,0,0,,,,,,,,
7,7044,1,64,57,7,,,,,,,,
7,7044,2,0,0,0,,,,,,,,
7,7044,3,0,0,0,,,,,,,,
7,7044,4,0,0,0,,,,,,,,
7,7044,5,0,0,0,,,,,,,,
7,7044,6,NA,NA,NA,,,,,,,,
7,7044,7,3,3,0,,,,,,,,
7,7044,8,0,0,0,,,,,,,,
7,7044,9,0,0,0,,,,,,,,
7,7045,1,15,15,0,,,,,,,,
7,7045,2,0,0,0,,,,,,,,
7,7045,3,0,0,0,,,,,,,,
7,7045,4,0,0,0,,,,,,,,
7,7045,5,0,0,0,,,,,,,,
7,7045,6,NA,NA,NA,,,,,,,,
7,7045,7,1,1,0,,,,,,,,
7,7045,8,1,1,0,,,,,,,,
7,7045,9,0,0,0,,,,,,,,
7,7046,1,0,0,0,,,,,,,,
7,7046,2,0,0,0,,,,,,,,
7,7046,3,0,0,0,,,,,,,,
7,7046,4,0,0,0,,,,,,,,
7,7046,5,60,46,14,,,,,,,,
7,7046,6,NA,NA,NA,,,,,,,,
7,7046,7,6,6,0,,,,,,,,
7,7046,8,4,2,2,,,,,,,,
7,7046,9,0,0,0,,,,,,,,
7,7047,1,33,30,3,,,,,,,,
7,7047,2,2,2,0,,,,,,,,
7,7047,3,0,0,0,,,,,,,,
7,7047,4,0,0,0,,,,,,,,
7,7047,5,0,0,0,,,,,,,,
7,7047,6,NA,NA,NA,,,,,,,,
7,7047,7,3,3,0,,,,,,,,
7,7047,8,2,2,0,,,,,,,,
7,7047,9,0,0,0,,,,,,,,
7,7048,1,39,34,5,,,,,,,,
7,7048,2,0,0,0,,,,,,,,
7,7048,3,0,0,0,,,,,,,,
7,7048,4,0,0,0,,,,,,,,
7,7048,5,0,0,0,,,,,,,,
7,7048,6,NA,NA,NA,,,,,,,,
7,7048,7,4,4,0,,,,,,,,
7,7048,8,1,0,1,,,,,,,,
7,7048,9,0,0,0,,,,,,,,
7,7049,1,15,14,1,,,,,,,,
7,7049,2,0,0,0,,,,,,,,
7,7049,3,0,0,0,,,,,,,,
7,7049,4,0,0,0,,,,,,,,
7,7049,5,0,0,0,,,,,,,,
7,7049,6,NA,NA,NA,,,,,,,,
7,7049,7,0,0,0,,,,,,,,
7,7049,8,3,2,1,,,,,,,,
7,7049,9,0,0,0,,,,,,,,
7,7050,1,14,9,5,,,,,,,,
7,7050,2,0,0,0,,,,,,,,
7,7050,3,0,0,0,,,,,,,,
7,7050,4,0,0,0,,,,,,,,
7,7050,5,0,0,0,,,,,,,,
7,7050,6,NA,NA,NA,,,,,,,,
7,7050,7,3,2,1,,,,,,,,
7,7050,8,2,0,2,,,,,,,,
7,7050,9,0,0,0,,,,,,,,
7,7051,1,0,0,0,,,,,,,,
7,7051,2,0,0,0,,,,,,,,
7,7051,3,0,0,0,,,,,,,,
7,7051,4,0,0,0,,,,,,,,
7,7051,5,47,37,10,,,,,,,,
7,7051,6,NA,NA,NA,,,,,,,,
7,7051,7,0,0,0,,,,,,,,
7,7051,8,0,0,0,,,,,,,,
7,7051,9,0,0,0,,,,,,,,
7,7052,1,128,92,36,,,,,,,,
7,7052,2,28,25,3,,,,,,,,
7,7052,3,0,0,0,,,,,,,,
7,7052,4,0,0,0,,,,,,,,
7,7052,5,0,0,0,,,,,,,,
7,7052,6,NA,NA,NA,,,,,,,,
7,7052,7,1,1,0,,,,,,,,
7,7052,8,0,0,0,,,,,,,,
7,7052,9,0,0,0,,,,,,,,
7,7053,1,11,7,4,,,,,,,,
7,7053,2,0,0,0,,,,,,,,
7,7053,3,0,0,0,,,,,,,,
7,7053,4,0,0,0,,,,,,,,
7,7053,5,0,0,0,,,,,,,,
7,7053,6,NA,NA,NA,,,,,,,,
7,7053,7,3,3,0,,,,,,,,
7,7053,8,3,3,0,,,,,,,,
7,7053,9,0,0,0,,,,,,,,
7,7054,1,52,28,24,,,,,,,,
7,7054,2,0,0,0,,,,,,,,
7,7054,3,0,0,0,,,,,,,,
7,7054,4,0,0,0,,,,,,,,
7,7054,5,0,0,0,,,,,,,,
7,7054,6,NA,NA,NA,,,,,,,,
7,7054,7,2,2,0,,,,,,,,
7,7054,8,0,0,0,,,,,,,,
7,7054,9,0,0,0,,,,,,,,
7,7055,1,0,0,0,,,,,,,,
7,7055,2,0,0,0,,,,,,,,
7,7055,3,0,0,0,,,,,,,,
7,7055,4,0,0,0,,,,,,,,
7,7055,5,20,16,4,,,,,,,,
7,7055,6,NA,NA,NA,,,,,,,,
7,7055,7,1,1,0,,,,,,,,
7,7055,8,2,1,1,,,,,,,,
7,7055,9,0,0,0,,,,,,,,
7,7056,1,8,8,0,,,,,,,,
7,7056,2,0,0,0,,,,,,,,
7,7056,3,0,0,0,,,,,,,,
7,7056,4,0,0,0,,,,,,,,
7,7056,5,0,0,0,,,,,,,,
7,7056,6,NA,NA,NA,,,,,,,,
7,7056,7,0,0,0,,,,,,,,
7,7056,8,0,0,0,,,,,,,,
7,7056,9,0,0,0,,,,,,,,
7,7057,1,97,83,14,,,,,,,,
7,7057,2,6,6,0,,,,,,,,
7,7057,3,0,0,0,,,,,,,,
7,7057,4,0,0,0,,,,,,,,
7,7057,5,0,0,0,,,,,,,,
7,7057,6,NA,NA,NA,,,,,,,,
7,7057,7,4,4,0,,,,,,,,
7,7057,8,9,1,8,,,,,,,,
7,7057,9,0,0,0,,,,,,,,
7,7058,1,13,13,0,,,,,,,,
7,7058,2,0,0,0,,,,,,,,
7,7058,3,0,0,0,,,,,,,,
7,7058,4,0,0,0,,,,,,,,
7,7058,5,0,0,0,,,,,,,,
7,7058,6,NA,NA,NA,,,,,,,,
7,7058,7,2,2,0,,,,,,,,
7,7058,8,1,1,0,,,,,,,,
7,7058,9,0,0,0,,,,,,,,
7,7059,1,214,174,40,,,,,,,,
7,7059,2,0,0,0,,,,,,,,
7,7059,3,0,0,0,,,,,,,,
7,7059,4,0,0,0,,,,,,,,
7,7059,5,0,0,0,,,,,,,,
7,7059,6,NA,NA,NA,,,,,,,,
7,7059,7,5,5,0,,,,,,,,
7,7059,8,7,5,2,,,,,,,,
7,7059,9,0,0,0,,,,,,,,
7,7060,1,32,26,6,,,,,,,,
7,7060,2,0,0,0,,,,,,,,
7,7060,3,0,0,0,,,,,,,,
7,7060,4,0,0,0,,,,,,,,
7,7060,5,0,0,0,,,,,,,,
7,7060,6,NA,NA,NA,,,,,,,,
7,7060,7,2,1,1,,,,,,,,
7,7060,8,1,1,0,,,,,,,,
7,7060,9,0,0,0,,,,,,,,
7,7061,1,132,118,14,,,,,,,,
7,7061,2,0,0,0,,,,,,,,
7,7061,3,0,0,0,,,,,,,,
7,7061,4,0,0,0,,,,,,,,
